,Dominant_Topic,Perc_Contribution,Topic_Keywords,CONTENT_TX
23317,7,0.3669,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",为什么果汁没有热的
23318,9,0.2625,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",只是外买回家，发现辣翅全是翅根，没给中翅。
23319,8,0.55,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",比较整洁
23320,9,0.3667,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",不够熟练业务
23321,9,0.4769,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",手机进店信号太差了，点餐半天点不出来
23322,9,0.2625,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",点了个桶餐外带的，既然没放纸巾
23323,6,0.3667,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",没薯条
23324,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很喜欢这里啊汉堡
23325,0,0.275,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",餐厅的服务好好呀！
23326,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很热情?
23327,8,0.3667,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",小姐姐很漂亮
23328,5,0.35,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好吃，好暖和，服务好
23329,3,0.3417,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",堂吃都没有位子，好多人都占着蹭网，要改进
23330,7,0.3878,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",少个鸡米花，后来找他才给补
23331,5,0.775,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度很好
23332,0,0.22,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务非常周到，很满意
23333,7,0.3706,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",临时有事，点好的，没时间吃，服务员帮我热着。太贴心了
23334,9,0.5127,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",出示了优惠券，却比优惠券价格贵。为啥？
23335,5,0.62,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",不错，环境很好
23336,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",小姐姐好可爱
23337,9,0.5379,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",有点咸
23338,9,0.5151,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",玉米汁有股酸味，用的玉米溲了，不敢喝了
23339,9,0.35,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",每次遇到这个人态度都不好
23340,1,0.55,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",非常棒
23341,5,0.775,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度很好
23342,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度好
23343,9,0.6201,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",网路差，自助点餐失败
23344,5,0.5152,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员没有先服务插队的人渣，感觉很有文化，很棒。
23345,2,0.4253,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",吮指原味鸡是不是煎的太黑了点，是不是回锅好几次了啊，感觉这个不太好。
23346,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",总体不错。
23347,8,0.2333,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",超好的，生日月姐姐还送了我们鸡块！开心
23348,8,0.55,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",很快哦
23349,9,0.525,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",无洗手间，不方便
23350,5,0.3,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好，蛋挞依旧好吃
23351,3,0.3577,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",又硬又油腻，没味道，三分之一是面粉粒
23352,3,0.41,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",连帕尼尼的品种都搞不清楚，给错了还非要说只有这一种，你们上岗不培训的吗
23353,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好好好
23354,9,0.5161,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",配餐比较慢，喜欢串单
23355,3,0.42,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",缺订单上的食物！！！
23356,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好
23357,7,0.5378,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",点餐点错店了 很快帮我解决了
23358,8,0.525,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",挺好吃的，下次再来！！！！
23359,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好好好
23360,5,0.3642,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好 服务员马桂娣态度很好 特别热情 一直帮忙收拾 也给我们指路 特别棒 超级好评
23361,9,0.4194,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",网络有故障，影响购买
23362,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务好 有家的感觉 
23363,8,0.4146,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",速度太慢 产品补给跟不上
23364,3,0.525,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",配餐的连纸巾都舍不得多给
23365,7,0.3667,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",还不错
23366,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",棒棒哒
23367,9,0.4203,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",小龙虾汉堡不好吃
23368,5,0.35,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度好，配餐速度快
23369,6,0.3003,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",挺好的，宝贝最喜欢来这玩滑梯
23370,5,0.2752,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",妹子很可爱
23371,5,0.35,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度好，配餐速度快
23372,0,0.1,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",有进步
23373,6,0.2869,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",现在鸡腿堡真得很难吃，还有炸鸡翅，为什么任何东西一到中国就走样，别国是精益求精，我们是开头按标准做，后来就越做越差。这难道就是中国特色吗?可悲又可气啊!
23374,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好
23375,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员非常热情周到
23376,1,0.684,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",鸡腿堡面包硬的啃不动哦
23377,5,0.42,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",一直来，一如既往的好，店员热情
23378,0,0.275,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好，块
23379,6,0.5256,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",为什么现在肯德基里面也有蒜！虽然以前可能也有，但没这么重味啊。难道是洋葱？
23380,8,0.3503,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",收银员贴心，来这家吃真开森。
23381,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好的不得了
23382,3,0.5859,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",收拾垃圾的，都不看路吗？都蹭身上了。！！！
23383,8,0.55,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",非常满意
23384,6,0.4429,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",虽然等的时间有点长，但经理服务特别好！
23385,6,0.1833,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",不错，第一次用。挺方便的，不用排队
23386,1,0.3505,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",感觉奥尔良烤翅味道不如从前
23387,3,0.675,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",要的菜品没有 说是15分钟能好 也不给牌子 等了快半小时了也没人送来
23388,9,0.5145,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",配餐速度希望更快些
23389,0,0.2333,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",这次速度挺快的，点完就2分钟就好了
23390,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很快很好
23391,7,0.3464,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",14点左右的时段，人工点餐只有一个柜台速度慢，而且显示屏也没叫号机显示，靠工作人员喊号
23392,5,0.775,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度很好
23393,0,0.1,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",可以的
23394,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",汉堡是冷的
23395,9,0.6999,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",厉害不
23396,9,0.5498,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",厉不厉害
23397,9,0.5249,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",就问你厉不厉害
23398,8,0.55,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",没有卫生间
23399,5,0.85,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好服务态度很好
23400,4,0.1,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",Good coffee 
23401,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",一直来的蛮好的 只是今天把我这单漏了
23402,7,0.3667,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",漏了纸巾
23403,0,0.42,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务太到位了 赞
23404,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",环境不错
23405,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很优惠
23406,5,0.2713,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很周到 特地给我送上楼 非常感谢
23407,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",一直来，挺好的
23408,5,0.7708,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",小姐姐美美哒
23409,5,0.2218,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好，积分兑换了一个小食拼盘，还有加一元买一送一活动。很划算。
23410,6,0.35,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",冰淇淋新地量不足太少了，工作人员太随意了
23411,9,0.6099,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",餐盘不干净。榴莲蛋挞不能在手机自助点餐界面里下单。
23412,3,0.3667,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",都不错
23413,6,0.525,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",厕所味道重
23414,1,0.2337,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒","服务员非常热情,龙虾汉堡非常好吃，行销专员非常可爱~"
23415,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",挺好的
23416,1,0.3667,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",竟然会拿错商品
23417,2,0.565,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",鸡炸的全是面，太一般
23418,2,0.4563,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",有一个鸡块上边很多油，我要求更换。不给换态度还很差。经过协商给更换了。但是是一把夺过去，态度十分恶劣。
23419,5,0.4429,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",整体挺好，服务态度挺好
23420,2,0.7011,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",有三角不买给我 艹
23421,8,0.42,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",速度很快，环境也不错
23422,9,0.525,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",原味鸡有多小就多小
23423,7,0.4075,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",配餐的时候心不在焉，慢吞吞的，不像高峰期快餐行业应有的水准。面对着客户大声喊远方同事名字。一直在买的一家，希望越来越好
23424,5,0.275,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",特别是在厅堂服务员热情周到
23425,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务超好
23426,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好！
23427,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好吃，服务态度好
23428,5,0.42,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很快捷。。很好吃
23429,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好
23430,9,0.2757,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",提前一个半小时就预约点餐了。到店也准时。可是被告知我点的辣翅没有了。等下一波就要八分钟了。无奈换了烤翅。如果预约了也拿不到自己想要的餐品。那预约就什么用都没有了。本来只想给一星。介于服务生态度还比较好。勉强给四星。希望及时完善预约点餐机制。不要变成摆设。
23431,5,0.6833,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好，很棒，很满意
23432,9,0.2625,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",原味鸡太小，鸡翅部位不好吃
23433,6,0.2757,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",奶茶容量太少了！那个杯子真小啊！
23434,5,0.3729,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员小姐姐很贴心了 怕我油条凉了还给换了一根
23435,6,0.3948,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",现在手机自助点餐越来越麻烦了 加一元买一送一还要选好食物然后在选优惠卷 不能直接选优惠卷买一送一
23436,5,0.2759,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",买一送一很合算
23437,2,0.5269,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",吮指原味鸡皮太咸 肉太老
23438,2,0.4402,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",鸡翅包浆太厚，原味鸡鸡腿太咸
23439,3,0.4691,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",汉堡生菜都黏在纸上发黄，酱汁都干了，肯定放了很长时间了，如果软件可以放图，我真想给你们看看我拿到的实物，3星是我给的极限了
23440,8,0.22,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",给我送餐的小姐姐超级可爱
23441,2,0.42,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",给的都是小的原味鸡
23442,6,0.2335,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",太贵了，两个人吃了71，都没吃到什么东西。
23443,6,0.2753,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",不是现做的，放的时间久了
23444,8,0.4556,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",今天在汉堡里发现一根头发，希望店家以后在卫生方面再加强监督。
23445,9,0.275,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",差评，我要用优惠券也没有用
23446,5,0.42,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",就餐感觉很愉快
23447,5,0.275,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好吃哦，美味。
23448,6,0.3667,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",没给番茄酱
23449,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",不错的
23450,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务超好
23451,4,0.1,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",123456789 987654321
23452,5,0.2818,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",肯德基有时候搞的活动挺好的 很喜欢 也是老顾客了
23453,6,0.3667,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",挺热情的
23454,5,0.775,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员很好
23455,9,0.3875,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",介绍自助点餐的小姑娘很热心！希望继续保持
23456,7,0.55,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",太小了
23457,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度超好的
23458,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好
23459,5,0.85,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员很好，很热情
23460,7,0.4197,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",希望增加显示屏叫号
23461,2,0.2779,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",很久没吃冰激凌 了，天冷有天冷的味道 谢谢店员的热情服务和甜美的微笑
23462,8,0.3667,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",少给个汉堡包
23463,5,0.42,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",环境好，服务热情
23464,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好
23465,1,0.525,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",珍虾堡味道不错
23466,6,0.3667,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",没吃的
23467,3,0.3865,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",饮品中曾经的柚子茶怎么不見了
23468,2,0.2912,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",玉米棒真的是太难吃了！长这么大真的是第一次吃这么难吃的玉米！太老了！真的是太老了！而且还不甜！
23469,1,0.2212,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",布置得比较温馨，味道也很肯德基
23470,0,0.1835,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",领班态度和服务超级好
23471,5,0.3501,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很快 刚刚买好就可以拿了 棒棒哒
23472,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好吃
23473,3,0.55,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",good
23474,7,0.3886,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",徐泾肯德基薯条油质略黑沉，人工炸薯条始终口感不如华漕肯德基店好，加强培训
23475,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",不够热情
23476,9,0.5167,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",今天的鸡米花 好咸 烤翅也是的
23477,2,0.2201,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",鸡米花依旧是鸡肋，建议下架
23478,7,0.7625,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",热牛奶没有吸管，没有笑脸，生气生气生气
23479,7,0.5517,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",太棒了，让我加盟
23480,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",挺好的，
23481,9,0.3734,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",储备经理收银不熟悉，建议培训完整后再上岗。配餐人员配餐时不是放食物而是在扔食物，令人生厌。鸡翅现在小得离谱。
23482,4,0.42,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",多多优惠多多活动
23483,8,0.7,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",新鲜挺好吃的
23484,6,0.3667,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",非常喜欢这个店
23485,3,0.3814,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",餐厅标牌上小龙虾单人餐37.00收了37.00，标牌上2个蛋挞14.00却收了15.00，说是因为不是会员。不好理解
23486,1,0.422,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",鸡翅粉味道不对
23487,8,0.232,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",太过分了，接个电话，让孩子拿的，回家一看少了一份，上次也是这家，少个汉堡，幸好堂吃去要回来的，这家员工没责任心，差差差!
23488,8,0.3672,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",老主顾了！还会光临！
23489,2,0.2753,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",点夕速度太慢，希改进。
23490,0,0.1,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",嗯 可以
23491,5,0.775,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好，好，好。
23492,5,0.22,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好，到位，非常好吃非常满意
23493,0,0.1,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",一踏涂
23494,2,0.2751,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",里面的脆鸡软了，扣分
23495,9,0.2986,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",速度非常慢，点单和取货要排二次队很不合理
23496,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好超好
23497,5,0.4429,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",点餐姐姐特别好，很喜欢
23498,9,0.22,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",肯德基用餐方便、干净主要是好吃。
23499,5,0.5248,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",真好真不错
23500,5,0.3668,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很久没来了，还是很棒
23501,8,0.55,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",我非常满意。
23502,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度挺好的，
23503,5,0.82,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度很好 很棒！
23504,9,0.3667,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",一如既往地好吃
23505,5,0.3875,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度很好，下次还会再去
23506,2,0.368,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",放的歌太难听啦
23507,3,0.2168,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",整体还是挺好的。一个小小的建议哦，一楼西侧好几个餐桌桌角的连地金属套环松动了，大人坐在那儿经常会踢到踩到，发出金属摩擦敲击的噪音，更别说经常有小朋友坐在那里用餐，餐厅硬件环境有待改善。
23508,5,0.2105,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",挺好的。还意外碰到学长了2333服务不错。点个赞
23509,5,0.42,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好主动
23510,3,0.3667,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",鸡米花冷了
23511,1,0.3526,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",看电影钱在汇智一楼买的，怎么连个餐巾纸都没给，玉米汁经常洒出来
23512,3,0.7,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",素菜都是冰的
23513,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很满意
23514,7,0.55,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",太小了
23515,1,0.2759,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",餐厅里有乞讨者，一看就是骗子
23516,9,0.3686,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",食品发错了
